timestamp_utc,iso_pdt,carrier=verizon;connection_type=5g_cellular;experiment=none
1782310082,2026-06-24T07:08:02-07:00,143
1782310142,2026-06-24T07:09:02-07:00,143
1782310202,2026-06-24T07:10:02-07:00,282
1782310262,2026-06-24T07:11:02-07:00,282
1782310322,2026-06-24T07:12:02-07:00,282
1782310382,2026-06-24T07:13:02-07:00,282
1782310442,2026-06-24T07:14:02-07:00,282
1782310502,2026-06-24T07:15:02-07:00,282
1782310562,2026-06-24T07:16:02-07:00,282
1782310622,2026-06-24T07:17:02-07:00,282
1782310682,2026-06-24T07:18:02-07:00,282
1782310742,2026-06-24T07:19:02-07:00,282
1782310802,2026-06-24T07:20:02-07:00,282
1782310862,2026-06-24T07:21:02-07:00,282
1782311222,2026-06-24T07:27:02-07:00,282
1782311282,2026-06-24T07:28:02-07:00,282
1782311342,2026-06-24T07:29:02-07:00,282
1782311402,2026-06-24T07:30:02-07:00,282
1782311462,2026-06-24T07:31:02-07:00,143
1782311522,2026-06-24T07:32:02-07:00,143
1782311582,2026-06-24T07:33:02-07:00,143
1782311642,2026-06-24T07:34:02-07:00,143
1782311702,2026-06-24T07:35:02-07:00,143
1782311762,2026-06-24T07:36:02-07:00,143
1782311882,2026-06-24T07:38:02-07:00,49
1782311942,2026-06-24T07:39:02-07:00,49
1782312002,2026-06-24T07:40:02-07:00,49
1782312062,2026-06-24T07:41:02-07:00,49
1782312122,2026-06-24T07:42:02-07:00,49
1782312722,2026-06-24T07:52:02-07:00,416
1782312782,2026-06-24T07:53:02-07:00,416
1782312842,2026-06-24T07:54:02-07:00,416
1782312902,2026-06-24T07:55:02-07:00,416
1782312962,2026-06-24T07:56:02-07:00,416
1782314702,2026-06-24T08:25:02-07:00,143
1782314762,2026-06-24T08:26:02-07:00,143
1782314822,2026-06-24T08:27:02-07:00,143
1782314882,2026-06-24T08:28:02-07:00,143
1782314942,2026-06-24T08:29:02-07:00,143
1782315602,2026-06-24T08:40:02-07:00,552
1782315662,2026-06-24T08:41:02-07:00,552
1782315722,2026-06-24T08:42:02-07:00,552
1782315782,2026-06-24T08:43:02-07:00,552
1782315842,2026-06-24T08:44:02-07:00,552
1782318602,2026-06-24T09:30:02-07:00,282
1782318662,2026-06-24T09:31:02-07:00,282
1782318722,2026-06-24T09:32:02-07:00,282
1782318782,2026-06-24T09:33:02-07:00,282
1782318842,2026-06-24T09:34:02-07:00,282
1782318902,2026-06-24T09:35:02-07:00,282
1782318962,2026-06-24T09:36:02-07:00,282
1782319022,2026-06-24T09:37:02-07:00,282
1782319082,2026-06-24T09:38:02-07:00,282
1782319142,2026-06-24T09:39:02-07:00,282
1782326222,2026-06-24T11:37:02-07:00,282
1782326282,2026-06-24T11:38:02-07:00,282
1782326342,2026-06-24T11:39:02-07:00,282
1782326402,2026-06-24T11:40:02-07:00,282
1782326462,2026-06-24T11:41:02-07:00,282
1782326822,2026-06-24T11:47:02-07:00,282
1782326882,2026-06-24T11:48:02-07:00,282
1782326942,2026-06-24T11:49:02-07:00,282
1782327002,2026-06-24T11:50:02-07:00,282
1782327062,2026-06-24T11:51:02-07:00,282
1782327482,2026-06-24T11:58:02-07:00,282
1782327542,2026-06-24T11:59:02-07:00,282
1782327602,2026-06-24T12:00:02-07:00,282
1782327662,2026-06-24T12:01:02-07:00,282
1782327722,2026-06-24T12:02:02-07:00,282
1782344282,2026-06-24T16:38:02-07:00,282
1782344342,2026-06-24T16:39:02-07:00,282
1782344402,2026-06-24T16:40:02-07:00,282
1782344462,2026-06-24T16:41:02-07:00,282
1782344522,2026-06-24T16:42:02-07:00,282
1782344642,2026-06-24T16:44:02-07:00,143
1782344702,2026-06-24T16:45:02-07:00,143
1782344762,2026-06-24T16:46:02-07:00,143
1782344822,2026-06-24T16:47:02-07:00,143
1782344882,2026-06-24T16:48:02-07:00,143
1782358862,2026-06-24T20:41:02-07:00,143
1782358922,2026-06-24T20:42:02-07:00,143
1782358982,2026-06-24T20:43:02-07:00,143
1782359042,2026-06-24T20:44:02-07:00,143
1782359102,2026-06-24T20:45:02-07:00,143
1782359162,2026-06-24T20:46:02-07:00,143
1782359222,2026-06-24T20:47:02-07:00,143
1782359282,2026-06-24T20:48:02-07:00,143
1782359342,2026-06-24T20:49:02-07:00,143
1782359402,2026-06-24T20:50:02-07:00,143
1782359762,2026-06-24T20:56:02-07:00,143
1782359822,2026-06-24T20:57:02-07:00,143
1782359882,2026-06-24T20:58:02-07:00,143
1782359942,2026-06-24T20:59:02-07:00,143
1782360002,2026-06-24T21:00:02-07:00,143
1782361022,2026-06-24T21:17:02-07:00,143
1782361082,2026-06-24T21:18:02-07:00,143
1782361142,2026-06-24T21:19:02-07:00,143
1782361202,2026-06-24T21:20:02-07:00,143
1782361262,2026-06-24T21:21:02-07:00,143
1782364382,2026-06-24T22:13:02-07:00,492
1782364442,2026-06-24T22:14:02-07:00,492
1782364502,2026-06-24T22:15:02-07:00,492
1782364562,2026-06-24T22:16:02-07:00,492
1782364622,2026-06-24T22:17:02-07:00,492
1782364682,2026-06-24T22:18:02-07:00,143
1782364742,2026-06-24T22:19:02-07:00,143
1782364802,2026-06-24T22:20:02-07:00,143
1782364862,2026-06-24T22:21:02-07:00,143
1782364922,2026-06-24T22:22:02-07:00,143
1782365582,2026-06-24T22:33:02-07:00,492
1782365642,2026-06-24T22:34:02-07:00,492
1782365702,2026-06-24T22:35:02-07:00,492
1782365762,2026-06-24T22:36:02-07:00,492
1782365822,2026-06-24T22:37:02-07:00,492
1782367502,2026-06-24T23:05:02-07:00,492
1782367562,2026-06-24T23:06:02-07:00,492
1782367622,2026-06-24T23:07:02-07:00,492
1782367682,2026-06-24T23:08:02-07:00,492
1782367742,2026-06-24T23:09:02-07:00,492
1782368102,2026-06-24T23:15:02-07:00,143
1782368162,2026-06-24T23:16:02-07:00,143
1782368222,2026-06-24T23:17:02-07:00,143
1782368282,2026-06-24T23:18:02-07:00,143
1782368342,2026-06-24T23:19:02-07:00,143
1782371160,2026-06-25T00:06:00-07:00,143
1782371220,2026-06-25T00:07:00-07:00,143
1782371280,2026-06-25T00:08:00-07:00,143
1782371340,2026-06-25T00:09:00-07:00,143
1782371400,2026-06-25T00:10:00-07:00,143
1782373980,2026-06-25T00:53:00-07:00,143
1782374040,2026-06-25T00:54:00-07:00,143
1782374100,2026-06-25T00:55:00-07:00,143
1782374160,2026-06-25T00:56:00-07:00,143
1782374220,2026-06-25T00:57:00-07:00,143
1782382380,2026-06-25T03:13:00-07:00,143
1782382440,2026-06-25T03:14:00-07:00,143
1782382500,2026-06-25T03:15:00-07:00,143
1782382560,2026-06-25T03:16:00-07:00,143
1782382620,2026-06-25T03:17:00-07:00,143
1782384960,2026-06-25T03:56:00-07:00,143
1782385020,2026-06-25T03:57:00-07:00,143
1782385080,2026-06-25T03:58:00-07:00,143
1782385140,2026-06-25T03:59:00-07:00,143
1782385200,2026-06-25T04:00:00-07:00,143
1782393000,2026-06-25T06:10:00-07:00,143
1782393060,2026-06-25T06:11:00-07:00,143
